0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	2700.000000	-0.958494	0.015862
17.650999	0.000000	2700.000000	-1.061027	-0.230825
51.111099	0.000000	2700.000000	-1.093773	-0.465910
84.571198	0.000000	2700.000000	-1.111508	-0.437529
102.222198	0.000000	2700.000000	-0.848890	-0.134377
0.000000	17.267300	2700.000000	-1.026870	-0.087818
17.650999	17.267300	2700.000000	-0.627211	0.165994
51.111099	17.267300	2700.000000	-0.969014	0.095321
84.571198	17.267300	2700.000000	-0.937315	-0.232548
102.222198	17.267300	2700.000000	-0.821726	-0.028558
0.000000	50.000000	2700.000000	-0.503516	0.455606
17.650999	50.000000	2700.000000	-0.746716	-0.046228
51.111099	50.000000	2700.000000	-0.654253	0.104595
84.571198	50.000000	2700.000000	-0.570461	-0.432544
102.222198	50.000000	2700.000000	-0.430610	-0.106667
0.000000	82.732697	2700.000000	-0.215671	0.637009
17.650999	82.732697	2700.000000	-0.296173	0.227652
51.111099	82.732697	2700.000000	-0.377184	-0.518103
84.571198	82.732697	2700.000000	-0.812794	-0.767515
102.222198	82.732697	2700.000000	-0.652383	-0.438412
0.000000	100.000000	2700.000000	0.070618	0.356342
17.650999	100.000000	2700.000000	0.122881	0.193403
51.111099	100.000000	2700.000000	-0.031971	-0.649100
84.571198	100.000000	2700.000000	-0.498424	-0.295412
102.222198	100.000000	2700.000000	-0.731737	-0.205168
102.222198	0.000000	2700.000000	-0.848890	-0.134377
119.873299	0.000000	2700.000000	-0.539323	-0.062837
153.333298	0.000000	2700.000000	-0.751683	0.014174
186.793396	0.000000	2700.000000	-0.483911	-0.014174
204.444397	0.000000	2700.000000	-0.162922	-0.520196
102.222198	17.267300	2700.000000	-0.821726	-0.028558
119.873299	17.267300	2700.000000	-0.980706	-0.224157
153.333298	17.267300	2700.000000	-0.613764	-0.039103
186.793396	17.267300	2700.000000	-0.817329	-0.042867
204.444397	17.267300	2700.000000	-0.310312	-0.457616
102.222198	50.000000	2700.000000	-0.430610	-0.106667
119.873299	50.000000	2700.000000	-0.715336	-0.367703
153.333298	50.000000	2700.000000	-0.429253	-0.128798
186.793396	50.000000	2700.000000	-0.832705	-0.410720
204.444397	50.000000	2700.000000	-0.494736	-0.305603
102.222198	82.732697	2700.000000	-0.652383	-0.438412
119.873299	82.732697	2700.000000	-1.030522	-0.614209
153.333298	82.732697	2700.000000	-0.728529	-0.378307
186.793396	82.732697	2700.000000	-0.458288	-0.420717
